,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_aldehyde,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_priamide,fr_pyridine,fr_sulfide,fr_unbrch_alkane,Boron Partial Charge
COc1ccc(I)c(B(O)O)c1,8.919703023431595,-1.437962962962964,8.919703023431595,0.4675462962962964,0.5901440366880697,277.85400000000004,269.79,277.961122516,64.0,0.48914862990022606,-0.49678541300068263,0.49678541300068263,0.48914862990022606,1.4166666666666667,2.0833333333333335,2.5833333333333335,126.9127043109653,9.802441552480284,2.1456371390261006,-2.0487046847211787,2.107256278493902,-2.317270950374327,14.111962440545268,0.41155189411901516,3.0801239395009175,277.35404032880456,9.137828201504695,6.49004103123151,8.647539322407834,5.647065707741407,3.344461458002129,4.42321060359029,2.2611123484391293,3.4233030308266135,1.4813367030784472,2.4637358612012377,0.8466742011429644,1.4607015845125706,-0.2650649350649352,481.01196741046164,9.820150704771716,4.108995160150082,2.1161577353522283,84.65280010532967,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,0.0,46.25277509286772,3.5701822710653963,7.109797541277533,14.784908103932056,35.172066221707254,0.0,0.0,0.0,0.0,7.109797541277533,21.769283476450227,5.749511833283905,10.199666214214883,0.0,5.749511833283905,22.590870627068057,24.276235025633902,0.0,3.5701822710653963,0.0,18.19910120538483,0.0,0.0,49.69,7.118392334224363,0.0,0.0,11.212315093698738,3.5701822710653963,7.109797541277533,18.19910120538483,22.590870627068057,0.0,14.784908103932056,5.743148148148149,2.0330526832955407,0.0,17.83940604686319,0.4675462962962964,0.6236259259259262,5.147083333333334,0.0,0.0,0.09947089947089838,0.14285714285714285,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,-0.020399999999999974,55.53660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
OB(O)c1ccccc1I,8.755292592592593,-1.3536111111111115,8.755292592592593,0.5584259259259261,0.5407753470921299,247.82800000000003,241.77999999999997,247.950557832,52.0,0.4890102800244005,-0.4231536145973773,0.4890102800244005,0.4231536145973773,1.2,1.8,2.2,126.91270429260481,9.805198178970555,2.120253275820432,-1.9931665756599772,1.9916257677311922,-2.3139152522160353,14.111962153022953,0.42527954704464377,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,7.316641301133596,4.71521405516327,2.821405419783375,3.9001545653715364,1.8951818883073597,3.0573725706948442,1.1833932463656915,2.1657924044884824,0.6844928660989188,1.350421591934642,-0.06506493506493521,182.2382192735223,8.035589975456771,3.362402106495606,1.7108876743357613,73.17431276142618,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,18.19910120538483,34.1200409559445,3.5701822710653963,0.0,10.048045150132006,35.172066221707254,0.0,0.0,0.0,0.0,0.0,27.835650544911836,0.0,5.462803260414833,0.0,0.0,22.590870627068057,17.16643748435637,0.0,3.5701822710653963,0.0,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,3.5701822710653963,0.0,12.13273413692322,12.13273413692322,22.590870627068057,10.048045150132006,0.8704629629629633,2.055603703703704,0.0,17.510585185185185,0.5584259259259261,0.0,7.1452,0.0,0.0,-1.3536111111111115,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.028999999999999915,48.98460000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456
COc1ccc(I)c(B(O)O)c1,8.919703023431595,-1.437962962962964,8.919703023431595,0.4675462962962964,0.5901440366880697,277.85400000000004,269.79,277.961122516,64.0,0.48914862990022606,-0.49678541300068263,0.49678541300068263,0.48914862990022606,1.4166666666666667,2.0833333333333335,2.5833333333333335,126.9127043109653,9.802441552480284,2.1456371390261006,-2.0487046847211787,2.107256278493902,-2.317270950374327,14.111962440545268,0.41155189411901516,3.0801239395009175,277.35404032880456,9.137828201504695,6.49004103123151,8.647539322407834,5.647065707741407,3.344461458002129,4.42321060359029,2.2611123484391293,3.4233030308266135,1.4813367030784472,2.4637358612012377,0.8466742011429644,1.4607015845125706,-0.2650649350649352,481.01196741046164,9.820150704771716,4.108995160150082,2.1161577353522283,84.65280010532967,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,0.0,46.25277509286772,3.5701822710653963,7.109797541277533,14.784908103932056,35.172066221707254,0.0,0.0,0.0,0.0,7.109797541277533,21.769283476450227,5.749511833283905,10.199666214214883,0.0,5.749511833283905,22.590870627068057,24.276235025633902,0.0,3.5701822710653963,0.0,18.19910120538483,0.0,0.0,49.69,7.118392334224363,0.0,0.0,11.212315093698738,3.5701822710653963,7.109797541277533,18.19910120538483,22.590870627068057,0.0,14.784908103932056,5.743148148148149,2.0330526832955407,0.0,17.83940604686319,0.4675462962962964,0.6236259259259262,5.147083333333334,0.0,0.0,0.09947089947089838,0.14285714285714285,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,-0.020399999999999974,55.53660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
OB(O)c1ccccc1I,8.755292592592593,-1.3536111111111115,8.755292592592593,0.5584259259259261,0.5407753470921299,247.82800000000003,241.77999999999997,247.950557832,52.0,0.4890102800244005,-0.4231536145973773,0.4890102800244005,0.4231536145973773,1.2,1.8,2.2,126.91270429260481,9.805198178970555,2.120253275820432,-1.9931665756599772,1.9916257677311922,-2.3139152522160353,14.111962153022953,0.42527954704464377,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,7.316641301133596,4.71521405516327,2.821405419783375,3.9001545653715364,1.8951818883073597,3.0573725706948442,1.1833932463656915,2.1657924044884824,0.6844928660989188,1.350421591934642,-0.06506493506493521,182.2382192735223,8.035589975456771,3.362402106495606,1.7108876743357613,73.17431276142618,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,18.19910120538483,34.1200409559445,3.5701822710653963,0.0,10.048045150132006,35.172066221707254,0.0,0.0,0.0,0.0,0.0,27.835650544911836,0.0,5.462803260414833,0.0,0.0,22.590870627068057,17.16643748435637,0.0,3.5701822710653963,0.0,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,3.5701822710653963,0.0,12.13273413692322,12.13273413692322,22.590870627068057,10.048045150132006,0.8704629629629633,2.055603703703704,0.0,17.510585185185185,0.5584259259259261,0.0,7.1452,0.0,0.0,-1.3536111111111115,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.028999999999999915,48.98460000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456
COc1ccc(I)c(B(O)O)c1,8.919703023431595,-1.437962962962964,8.919703023431595,0.4675462962962964,0.5901440366880697,277.85400000000004,269.79,277.961122516,64.0,0.48914862990022606,-0.49678541300068263,0.49678541300068263,0.48914862990022606,1.4166666666666667,2.0833333333333335,2.5833333333333335,126.9127043109653,9.802441552480284,2.1456371390261006,-2.0487046847211787,2.107256278493902,-2.317270950374327,14.111962440545268,0.41155189411901516,3.0801239395009175,277.35404032880456,9.137828201504695,6.49004103123151,8.647539322407834,5.647065707741407,3.344461458002129,4.42321060359029,2.2611123484391293,3.4233030308266135,1.4813367030784472,2.4637358612012377,0.8466742011429644,1.4607015845125706,-0.2650649350649352,481.01196741046164,9.820150704771716,4.108995160150082,2.1161577353522283,84.65280010532967,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,0.0,46.25277509286772,3.5701822710653963,7.109797541277533,14.784908103932056,35.172066221707254,0.0,0.0,0.0,0.0,7.109797541277533,21.769283476450227,5.749511833283905,10.199666214214883,0.0,5.749511833283905,22.590870627068057,24.276235025633902,0.0,3.5701822710653963,0.0,18.19910120538483,0.0,0.0,49.69,7.118392334224363,0.0,0.0,11.212315093698738,3.5701822710653963,7.109797541277533,18.19910120538483,22.590870627068057,0.0,14.784908103932056,5.743148148148149,2.0330526832955407,0.0,17.83940604686319,0.4675462962962964,0.6236259259259262,5.147083333333334,0.0,0.0,0.09947089947089838,0.14285714285714285,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,-0.020399999999999974,55.53660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
OB(O)c1ccccc1I,8.755292592592593,-1.3536111111111115,8.755292592592593,0.5584259259259261,0.5407753470921299,247.82800000000003,241.77999999999997,247.950557832,52.0,0.4890102800244005,-0.4231536145973773,0.4890102800244005,0.4231536145973773,1.2,1.8,2.2,126.91270429260481,9.805198178970555,2.120253275820432,-1.9931665756599772,1.9916257677311922,-2.3139152522160353,14.111962153022953,0.42527954704464377,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,7.316641301133596,4.71521405516327,2.821405419783375,3.9001545653715364,1.8951818883073597,3.0573725706948442,1.1833932463656915,2.1657924044884824,0.6844928660989188,1.350421591934642,-0.06506493506493521,182.2382192735223,8.035589975456771,3.362402106495606,1.7108876743357613,73.17431276142618,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,18.19910120538483,34.1200409559445,3.5701822710653963,0.0,10.048045150132006,35.172066221707254,0.0,0.0,0.0,0.0,0.0,27.835650544911836,0.0,5.462803260414833,0.0,0.0,22.590870627068057,17.16643748435637,0.0,3.5701822710653963,0.0,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,3.5701822710653963,0.0,12.13273413692322,12.13273413692322,22.590870627068057,10.048045150132006,0.8704629629629633,2.055603703703704,0.0,17.510585185185185,0.5584259259259261,0.0,7.1452,0.0,0.0,-1.3536111111111115,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.028999999999999915,48.98460000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456
COc1ccc(I)c(B(O)O)c1,8.919703023431595,-1.437962962962964,8.919703023431595,0.4675462962962964,0.5901440366880697,277.85400000000004,269.79,277.961122516,64.0,0.48914862990022606,-0.49678541300068263,0.49678541300068263,0.48914862990022606,1.4166666666666667,2.0833333333333335,2.5833333333333335,126.9127043109653,9.802441552480284,2.1456371390261006,-2.0487046847211787,2.107256278493902,-2.317270950374327,14.111962440545268,0.41155189411901516,3.0801239395009175,277.35404032880456,9.137828201504695,6.49004103123151,8.647539322407834,5.647065707741407,3.344461458002129,4.42321060359029,2.2611123484391293,3.4233030308266135,1.4813367030784472,2.4637358612012377,0.8466742011429644,1.4607015845125706,-0.2650649350649352,481.01196741046164,9.820150704771716,4.108995160150082,2.1161577353522283,84.65280010532967,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,0.0,46.25277509286772,3.5701822710653963,7.109797541277533,14.784908103932056,35.172066221707254,0.0,0.0,0.0,0.0,7.109797541277533,21.769283476450227,5.749511833283905,10.199666214214883,0.0,5.749511833283905,22.590870627068057,24.276235025633902,0.0,3.5701822710653963,0.0,18.19910120538483,0.0,0.0,49.69,7.118392334224363,0.0,0.0,11.212315093698738,3.5701822710653963,7.109797541277533,18.19910120538483,22.590870627068057,0.0,14.784908103932056,5.743148148148149,2.0330526832955407,0.0,17.83940604686319,0.4675462962962964,0.6236259259259262,5.147083333333334,0.0,0.0,0.09947089947089838,0.14285714285714285,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,-0.020399999999999974,55.53660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
OB(O)c1ccccc1I,8.755292592592593,-1.3536111111111115,8.755292592592593,0.5584259259259261,0.5407753470921299,247.82800000000003,241.77999999999997,247.950557832,52.0,0.4890102800244005,-0.4231536145973773,0.4890102800244005,0.4231536145973773,1.2,1.8,2.2,126.91270429260481,9.805198178970555,2.120253275820432,-1.9931665756599772,1.9916257677311922,-2.3139152522160353,14.111962153022953,0.42527954704464377,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,7.316641301133596,4.71521405516327,2.821405419783375,3.9001545653715364,1.8951818883073597,3.0573725706948442,1.1833932463656915,2.1657924044884824,0.6844928660989188,1.350421591934642,-0.06506493506493521,182.2382192735223,8.035589975456771,3.362402106495606,1.7108876743357613,73.17431276142618,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,18.19910120538483,34.1200409559445,3.5701822710653963,0.0,10.048045150132006,35.172066221707254,0.0,0.0,0.0,0.0,0.0,27.835650544911836,0.0,5.462803260414833,0.0,0.0,22.590870627068057,17.16643748435637,0.0,3.5701822710653963,0.0,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,3.5701822710653963,0.0,12.13273413692322,12.13273413692322,22.590870627068057,10.048045150132006,0.8704629629629633,2.055603703703704,0.0,17.510585185185185,0.5584259259259261,0.0,7.1452,0.0,0.0,-1.3536111111111115,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.028999999999999915,48.98460000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456
COc1ccc(I)c(B(O)O)c1,8.919703023431595,-1.437962962962964,8.919703023431595,0.4675462962962964,0.5901440366880697,277.85400000000004,269.79,277.961122516,64.0,0.48914862990022606,-0.49678541300068263,0.49678541300068263,0.48914862990022606,1.4166666666666667,2.0833333333333335,2.5833333333333335,126.9127043109653,9.802441552480284,2.1456371390261006,-2.0487046847211787,2.107256278493902,-2.317270950374327,14.111962440545268,0.41155189411901516,3.0801239395009175,277.35404032880456,9.137828201504695,6.49004103123151,8.647539322407834,5.647065707741407,3.344461458002129,4.42321060359029,2.2611123484391293,3.4233030308266135,1.4813367030784472,2.4637358612012377,0.8466742011429644,1.4607015845125706,-0.2650649350649352,481.01196741046164,9.820150704771716,4.108995160150082,2.1161577353522283,84.65280010532967,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,0.0,46.25277509286772,3.5701822710653963,7.109797541277533,14.784908103932056,35.172066221707254,0.0,0.0,0.0,0.0,7.109797541277533,21.769283476450227,5.749511833283905,10.199666214214883,0.0,5.749511833283905,22.590870627068057,24.276235025633902,0.0,3.5701822710653963,0.0,18.19910120538483,0.0,0.0,49.69,7.118392334224363,0.0,0.0,11.212315093698738,3.5701822710653963,7.109797541277533,18.19910120538483,22.590870627068057,0.0,14.784908103932056,5.743148148148149,2.0330526832955407,0.0,17.83940604686319,0.4675462962962964,0.6236259259259262,5.147083333333334,0.0,0.0,0.09947089947089838,0.14285714285714285,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,-0.020399999999999974,55.53660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
OB(O)c1ccccc1I,8.755292592592593,-1.3536111111111115,8.755292592592593,0.5584259259259261,0.5407753470921299,247.82800000000003,241.77999999999997,247.950557832,52.0,0.4890102800244005,-0.4231536145973773,0.4890102800244005,0.4231536145973773,1.2,1.8,2.2,126.91270429260481,9.805198178970555,2.120253275820432,-1.9931665756599772,1.9916257677311922,-2.3139152522160353,14.111962153022953,0.42527954704464377,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,7.316641301133596,4.71521405516327,2.821405419783375,3.9001545653715364,1.8951818883073597,3.0573725706948442,1.1833932463656915,2.1657924044884824,0.6844928660989188,1.350421591934642,-0.06506493506493521,182.2382192735223,8.035589975456771,3.362402106495606,1.7108876743357613,73.17431276142618,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,18.19910120538483,34.1200409559445,3.5701822710653963,0.0,10.048045150132006,35.172066221707254,0.0,0.0,0.0,0.0,0.0,27.835650544911836,0.0,5.462803260414833,0.0,0.0,22.590870627068057,17.16643748435637,0.0,3.5701822710653963,0.0,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,3.5701822710653963,0.0,12.13273413692322,12.13273413692322,22.590870627068057,10.048045150132006,0.8704629629629633,2.055603703703704,0.0,17.510585185185185,0.5584259259259261,0.0,7.1452,0.0,0.0,-1.3536111111111115,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.028999999999999915,48.98460000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456
COc1ccc(I)c(B(O)O)c1,8.919703023431595,-1.437962962962964,8.919703023431595,0.4675462962962964,0.5901440366880697,277.85400000000004,269.79,277.961122516,64.0,0.48914862990022606,-0.49678541300068263,0.49678541300068263,0.48914862990022606,1.4166666666666667,2.0833333333333335,2.5833333333333335,126.9127043109653,9.802441552480284,2.1456371390261006,-2.0487046847211787,2.107256278493902,-2.317270950374327,14.111962440545268,0.41155189411901516,3.0801239395009175,277.35404032880456,9.137828201504695,6.49004103123151,8.647539322407834,5.647065707741407,3.344461458002129,4.42321060359029,2.2611123484391293,3.4233030308266135,1.4813367030784472,2.4637358612012377,0.8466742011429644,1.4607015845125706,-0.2650649350649352,481.01196741046164,9.820150704771716,4.108995160150082,2.1161577353522283,84.65280010532967,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,0.0,46.25277509286772,3.5701822710653963,7.109797541277533,14.784908103932056,35.172066221707254,0.0,0.0,0.0,0.0,7.109797541277533,21.769283476450227,5.749511833283905,10.199666214214883,0.0,5.749511833283905,22.590870627068057,24.276235025633902,0.0,3.5701822710653963,0.0,18.19910120538483,0.0,0.0,49.69,7.118392334224363,0.0,0.0,11.212315093698738,3.5701822710653963,7.109797541277533,18.19910120538483,22.590870627068057,0.0,14.784908103932056,5.743148148148149,2.0330526832955407,0.0,17.83940604686319,0.4675462962962964,0.6236259259259262,5.147083333333334,0.0,0.0,0.09947089947089838,0.14285714285714285,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,-0.020399999999999974,55.53660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
OB(O)c1ccccc1I,8.755292592592593,-1.3536111111111115,8.755292592592593,0.5584259259259261,0.5407753470921299,247.82800000000003,241.77999999999997,247.950557832,52.0,0.4890102800244005,-0.4231536145973773,0.4890102800244005,0.4231536145973773,1.2,1.8,2.2,126.91270429260481,9.805198178970555,2.120253275820432,-1.9931665756599772,1.9916257677311922,-2.3139152522160353,14.111962153022953,0.42527954704464377,3.0313278985819716,226.74273048806666,7.560477932315068,5.1591430099572735,7.316641301133596,4.71521405516327,2.821405419783375,3.9001545653715364,1.8951818883073597,3.0573725706948442,1.1833932463656915,2.1657924044884824,0.6844928660989188,1.350421591934642,-0.06506493506493521,182.2382192735223,8.035589975456771,3.362402106495606,1.7108876743357613,73.17431276142618,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,18.19910120538483,34.1200409559445,3.5701822710653963,0.0,10.048045150132006,35.172066221707254,0.0,0.0,0.0,0.0,0.0,27.835650544911836,0.0,5.462803260414833,0.0,0.0,22.590870627068057,17.16643748435637,0.0,3.5701822710653963,0.0,24.26546827384644,0.0,0.0,40.46,7.118392334224363,0.0,0.0,5.462803260414833,3.5701822710653963,0.0,12.13273413692322,12.13273413692322,22.590870627068057,10.048045150132006,0.8704629629629633,2.055603703703704,0.0,17.510585185185185,0.5584259259259261,0.0,7.1452,0.0,0.0,-1.3536111111111115,0.0,10.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,-0.028999999999999915,48.98460000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456
COc1ccc(I)c(B(O)O)c1,8.919703023431595,-1.437962962962964,8.919703023431595,0.4675462962962964,0.5901440366880697,277.85400000000004,269.79,277.961122516,64.0,0.48914862990022606,-0.49678541300068263,0.49678541300068263,0.48914862990022606,1.4166666666666667,2.0833333333333335,2.5833333333333335,126.9127043109653,9.802441552480284,2.1456371390261006,-2.0487046847211787,2.107256278493902,-2.317270950374327,14.111962440545268,0.41155189411901516,3.0801239395009175,277.35404032880456,9.137828201504695,6.49004103123151,8.647539322407834,5.647065707741407,3.344461458002129,4.42321060359029,2.2611123484391293,3.4233030308266135,1.4813367030784472,2.4637358612012377,0.8466742011429644,1.4607015845125706,-0.2650649350649352,481.01196741046164,9.820150704771716,4.108995160150082,2.1161577353522283,84.65280010532967,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,0.0,46.25277509286772,3.5701822710653963,7.109797541277533,14.784908103932056,35.172066221707254,0.0,0.0,0.0,0.0,7.109797541277533,21.769283476450227,5.749511833283905,10.199666214214883,0.0,5.749511833283905,22.590870627068057,24.276235025633902,0.0,3.5701822710653963,0.0,18.19910120538483,0.0,0.0,49.69,7.118392334224363,0.0,0.0,11.212315093698738,3.5701822710653963,7.109797541277533,18.19910120538483,22.590870627068057,0.0,14.784908103932056,5.743148148148149,2.0330526832955407,0.0,17.83940604686319,0.4675462962962964,0.6236259259259262,5.147083333333334,0.0,0.0,0.09947089947089838,0.14285714285714285,12.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,-0.020399999999999974,55.53660000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
